,location,title,company,salary,summary,rating
20565,"Bengaluru, Karnataka","Lead Data Engineer, ED&A – APLA",Nike,NA,"
Nike has embraced big data technologies to enable data-driven decisions.
8+ Years experience of building big data solutions.
Have a passion for data solutions.
",4.1
20566,"Hyderabad, Telangana",Senior Software Engineer - Big Data,Zenoti,NA,"
Experience in building and managing data transform pipelines a plus.
Our solution allows users to seamlessly manage every aspect of the business in a…
",4.6
20567,"Bengaluru, Karnataka",newDevOps Observability Engineer,Palo Alto Networks,NA,"
Hands-on experience with Prometheus and Grafana, building multi-region deployments and scaling to millions of data points per minute.
",3.9
20568,"Bengaluru, Karnataka",Staff Big Data,Tekion,NA,"
Expected to be a role model for young engineers, have a strong sense of code quality and enforce code quality within the team.
4+ years of relevant experience.
",NA
20569,Remote,Quality Engineer,AutoGrid Systems,NA,"
Passionate about delivering high quality products and features to market, and have a big impact.
As a Quality Engineer at AutoGrid, you will be responsible for…
",NA
20570,"Bengaluru, Karnataka",Data Engineer - Personalization,ADCI - BLR 14 SEZ,Full-time,"
Interface with other technology teams to extract, transform, and load data from a wide variety of data sources using SQL and AWS big data technologies.
",3.5
20571,"Bengaluru, Karnataka",Senior Data Engineer,Thanu Associates,"₹5,70,968 - ₹19,00,005 a yearFull-timeDay shift","
Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS ‘big data’…
",NA
20572,"Bengaluru, Karnataka",newStaff Engineer- Frontend,Lifesight Global,Full-time,"
 Design, architect, develop and unit test complex cloud based SAAS products and solutions involving big data, microservices and Cloud.
",NA
20573,"Mumbai, Maharashtra",AI/ML Engineer,Zeidler Legal Process Outsourcing,Full-time,"
Experience applying Machine Learning, Statistical data analysis analysis to large scale data.
Experience dealing with unstructured data (text, image, documents)…
",NA
20574,"Hybrid remote in Bengaluru, Karnataka",newSr. Data Engineer- Java Fullstack,Visa,Full-time,"
Experience in Agile development is a big plus.
Responsible for the architecture, design, development, implementation of data-based software applications.
",3.9
20575,"Bengaluru, Karnataka",Cloud Data Engineer- Trainer,CloudThat Technologies Pvt. Ltd.,Full-time,"
Develop data mappings to existing data sources.
Azure data trainer python DBMS MongoDB.
Should have understanding and hands-on experience on various types of…
",NA
20576,"Bengaluru, Karnataka",Data Engineer,Aleron,Full-time,"
Experience working with structured and unstructured data including data extraction, integration, and normalisation.
Experience with Flask/ Django is a big plus.
",NA
20577,"Hyderabad, Telangana",Lead Data Engineer,CIEL HR Services,"₹9,00,000 - ₹12,00,000 a yearFull-timeDay shift","
Collaborating with business consultants, data scientists, engineers and developers to develop data.
Solutions. * Leading and mentoring a team of data engineers.
",4.2
20578,"Chennai, Tamil Nadu",Operations Engineer - 3,Comcast,NA,"
Responsible for managing data inside SharePoint and OneDrive.
Responsible for participating as an individual contributor in project teams, troubleshooting…
",3.7
20579,"Pune, Maharashtra",Data Engineer,Barclays,NA,"
They should work with Subject matter experts (SMEs) from the source systems and engineers to extract, ingest, prepare and map data through the data lake and…
",3.9
20580,"Pune, Maharashtra",Data Engineer - Support,mediaagility,NA,"
Understand big-data principles and best practices.
2+ years of experience in supporting production data pipelines from data ingestion to consumption within a…
",3.5
20581,"Bengaluru, Karnataka",Big Data Engineer 6+ years of Experience,POKKT,NA,"
We are looking for a Big Data Engineer that will work on collecting, storing, processing, and analyzing huge sets of data.
",NA
20582,"Pune, Maharashtra",GCP Data Engineer | 2 to 4 years | Hyderabad & Kolkata,Capgemini,NA,"
GCP Implementation using BigQuery, BigTable , Dataproc, Pub/Sub and Airflow.
Databases : Hands on experience with Data Modelling and Big query.
",3.8
20583,"Bengaluru, Karnataka",R&D Engineer,NOKIA,NA,"
Customer Insights (CI) is a top of the line Big Data Analytics product unit with customers all over the world.
Able to rapidly scale on analytics technologies.
",4.1
20584,"Bengaluru, Karnataka",Senior Data Scientist,Walmart Global Tech India,NA,"
Utilize big data analytics and advanced data science techniques to identify trends, patterns, and discrepancies in data.
Strong Experience in Python and/or R.
",NA
20585,"Hyderabad, Telangana+1 location",newData Scientist II,ASSPL,NA,"
Utilizing Amazon systems and tools to effectively work with terabytes of data.
5+ years of experience working in data science in a consumer product company.
",NA
20586,"Remote in Pune, Maharashtra",Big Data Analytics - Spark,Blazeclan Technologies,NA,"
Designs data integrations and data quality framework.
Performs data analysis required to troubleshoot data related issues and assist in the resolution of data…
",3.4
20587,"Pune, Maharashtra",Data Engineer - W3439,Nisum,NA,"
Experience with big data tools: Hadoop, Spark, Scala, etc.
Build processes supporting data transformation, data structures, metadata, dependency and workload…
",3.9
20588,"Bengaluru, Karnataka",Senior Data Engineer,Confluent,NA,"
Strong knowledge of data architectures and data modeling and data infrastructure ecosystem.
You will build data pipelines that enable data scientists, operation…
",NA
20589,"Chennai, Tamil Nadu+2 locations",Software Development Engineer,ADCI,NA,"
Experience influencing software engineers best practices within your team.
To achieve this, we blend of a variety of disciplines (such as NLP, data mining,…
",NA
20590,"Chennai, Tamil Nadu",Data Engineer – ETL with Spark,Merit Group,NA,"
Wrote and Implemented Spark and Scala scripts to load data from and to store data into Cassandra/Hbase/ any NoSQL.
Knowledge in AWS stacks AWS Glue, S3, SQS.
",3.9
20591,"Hybrid remote in Bengaluru, Karnataka",newData Engineer,Rockstar Games India,NA,"
We collaborate as a global team to develop cutting-edge data pipelines, data products, data models, reports, analyses and machine learning applications.
",4.0
20592,"Bengaluru, Karnataka",Senior Big Data Engineer,Databricks,NA,"
Guide strategic customers as they implement transformational big data projects, including end-to-end development and deployment of industry-leading big data and…
",NA
20593,"Bengaluru, Karnataka",Data Engineer - Personalization,ADCI - Karnataka,NA,"
Interface with other technology teams to extract, transform, and load data from a wide variety of data sources using SQL and AWS big data technologies.
",3.5
20594,"Bengaluru, Karnataka",newSenior Data Engineer,SCRUFF,NA,"
The Data Engineer takes responsibility for building and running data pipelines, designing our local data warehouse and data frameworks, and catering for…
",NA
