,location,title,company,salary,summary,rating,clean_location,clean_title
5556,"Hyderabad, Telangana","PDE Process Control System Engineer(Deep Learning, Data Scie...",Micron,,"
JR7875 PDE Process Control System Engineer(Deep Learning, Data Science, IIoT).
Understanding of Big Data Engineering/processing, Business Intelligence and…
",3.7,"Hyderabad, Telangana",PDE Process Control System EngineerDeep Learning Data Scie
5557,"Bengaluru, Karnataka",Senior Engineer ASIC Analog Design,Micron,,"
To be part of a highly skilled and challenging high speed PHY design team working on the latest technology nodes (12nm and below).
Should have knowledge of ESD.
",3.7,"Bengaluru, Karnataka",Senior Engineer ASIC Analog Design
5558,"Hyderabad, Telangana","Senior Data Science Engineer, SMAI",Micron,,"
As a data science manager at Micron Technology, Inc., you will report to the Smart Manufacturing and Artificial Intelligence organization.
",3.7,"Hyderabad, Telangana",Senior Data Science Engineer SMAI
5559,"Bengaluru, Karnataka",ASIC Verification Engineer,Micron,,"
Create SoC Verification plan and develop C/SV based SoC verification tests.
Develop understanding on SoC and perform Processor based SoC verification and…
",3.7,"Bengaluru, Karnataka",ASIC Verification Engineer
5560,"Hyderabad, Telangana",Memory Design Engineer,Micron,,"
As a Memory Design Engineer in our DRAM and Emerging memory Group (DEG) at Micron Technology, Inc., you will be responsible for designing and analyzing digital…
",3.7,"Hyderabad, Telangana",Memory Design Engineer
5561,"Hyderabad, Telangana",Principal Software Engineer,Micron,,"
Micron’s Module Development and Signal Integrity (MDSI) group supports all current and future product development, including DRAM, LPDRAM, NAND, NOR, 3DXP, DIMM…
",3.7,"Hyderabad, Telangana",Principal Software Engineer
5562,"Hyderabad, Telangana",Security Engineer- Network Security(CSES Eng),Micron,,"
This role will focus on various security technologies within GSO Engineering, some of the key areas of responsibility include:
",3.7,"Hyderabad, Telangana",Security Engineer Network SecurityCSES Eng
5563,"Hyderabad, Telangana",Engineer - TAPEOUT,Micron,,"
The successful candidate will have the foundation to develop technical semiconductor knowledge.
This role is essential for enabling high quality devices while…
",3.7,"Hyderabad, Telangana",Engineer TAPEOUT
5564,"Hyderabad, Telangana","newAssociate Data Science Engineer, SMART MFG & AI",Micron,,"
Strong desire to grow a career as a Data Scientist in highly automated industrial manufacturing doing analysis and machine learning on terabytes and petabytes…
",3.7,"Hyderabad, Telangana",Associate Data Science Engineer SMART MFG & AI
5565,Remote in India,Sr. Software Engineer,Oportun Inc,,"
Work with other engineers to develop and test tools and applications used by team on daily basis.
Play a significant role in the ongoing evolution and…
",,,Sr. Software Engineer
5566,"Hyderabad, Telangana","Security Business Analyst, BISO, GSO",Micron,,"
As an IP Security Business Analyst in the Global Security Organization (GSO) at Micron Technology, Inc., you will be responsible for processes, metrics,…
",3.7,"Hyderabad, Telangana",Security Business Analyst BISO GSO
5567,"Hyderabad, Telangana",Test Solutions Engineer,Micron,,"
NAND Probe/ Back End Testing.
Improve Probe testing coverage, quality and on NAND products.
Own the probe test flow, review and sign off probe test program…
",3.7,"Hyderabad, Telangana",Test Solutions Engineer
5568,"Hyderabad, Telangana",PDE Engineer Technology Development EPM,Micron,,"
Technology Development (TD) & Pre-NPI Enabling Program Management.
Drive a suite of TD/Pre-NPI enabling projects that supports a program to ensure it’s rolled…
",3.7,"Hyderabad, Telangana",PDE Engineer Technology Development EPM
5569,"Hyderabad, Telangana","Principal Engineer (I),NVEG SSD PE Firmware Validation",Micron,,"
You will be responsible for working as part of a team validating the firmware being developed for a cutting edge storage controller design.
",3.7,"Hyderabad, Telangana",Principal Engineer INVEG SSD PE Firmware Validation
5570,"Hyderabad, Telangana","Staff Engineer, Scribe Design Verification",Micron,,"
Code and maintain scribe design specific Calibre DRC/LVS rule decks.
Implement automation scripts in Calibre SVRF, Perl, Python, Bash and C-shell.
",3.7,"Hyderabad, Telangana",Staff Engineer Scribe Design Verification
5571,"Hyderabad, Telangana","newAssociate Data Engineer, SMART MFG & AI",Micron,,"
Understanding of Big Data Engineering/processing, Business Intelligence and Advanced analytics.
Knowledge in databases and Data warehouse modeling.
",3.7,"Hyderabad, Telangana",Associate Data Engineer SMART MFG & AI
5572,"Hyderabad, Telangana",newSenior Engineer - ASIC Modeling,Micron,,"
Delivering architectures and innovative solutions to optimize power and performance of next-generation memory and storage subsystems and working with design and…
",3.7,"Hyderabad, Telangana",Senior Engineer ASIC Modeling
5573,"Bengaluru, Karnataka",Principal Engineer ASIC Layout,Micron,,"
Layout design and development of high speed SERDES including sub-blocks such as PLL, IO, CDR, LDO, Bandgap, Data path logic etc.
M.S./MTech, BS/BE, Diploma.
",3.7,"Bengaluru, Karnataka",Principal Engineer ASIC Layout
5574,"Remote in Chennai, Tamil Nadu","Sr. Software Engineer, Test",Oportun Inc,,"
Work with other engineers to develop automation scripts and Utilities used by team on daily basis.
Play a significant role in the ongoing evolution and…
",,"Chennai, Tamil Nadu",Sr. Software Engineer Test
5575,"Bengaluru, Karnataka",Fullstack Engineer - Java & React.js,7-Eleven,,"
Through machine learning, artificial intelligence, and next-level mobile technologies, well meetand exceedour customers ever-changing needs.
",3.5,"Bengaluru, Karnataka",Fullstack Engineer Java & React.js
5576,"Hyderabad, Telangana","Senior/Staff/Principal Engineer, Memory Design",Micron,,"
As a Memory Design Engineer in our DRAM and Emerging memory Group (DEG) at Micron Technology, Inc., you will be responsible for designing and analyzing digital…
",3.7,"Hyderabad, Telangana",SeniorStaffPrincipal Engineer Memory Design
5577,"Hyderabad, Telangana","STAFF DATA SCIENCE ENGINEER, SMAI",Micron,,"
The team will look into applying industry-leading the best methodologies in automation, AI and machine learning to enhance Micron’s product development,…
",3.7,"Hyderabad, Telangana",STAFF DATA SCIENCE ENGINEER SMAI
5578,"Hyderabad, Telangana","Engineer, Mobile Systems & Software",Micron,,"
Understand Mobile SoCs architecture across different Multimedia and Connectivity applications.
Evaluate Memory/Storage architecture on mobile platforms and…
",3.7,"Hyderabad, Telangana",Engineer Mobile Systems & Software
5579,"Hyderabad, Telangana",Staff Engineer - ASIC STA,Micron,,"
8-14 years of relevant experience in Synthesis/STA.
Good understanding of overall design Flow RTL to GDS.
Thorough Understanding of DFT Constraints.
",3.7,"Hyderabad, Telangana",Staff Engineer ASIC STA
5580,"Hyderabad, Telangana",Associate Software Engineer - IT Proc & Legal,Micron,,"
You will work closely with multiple teams that make up IT, Information security and Technology to drive impactful change.
",3.7,"Hyderabad, Telangana",Associate Software Engineer IT Proc & Legal
5581,"Hyderabad, Telangana","Staff Engineer, NVEG SSD Product Engineer",Micron,,"
As a Product Engineer at Micron, you will be part of a forward-thinking team of engineers that solves complex problems, responsible for enabling Micron’s…
",3.7,"Hyderabad, Telangana",Staff Engineer NVEG SSD Product Engineer
5582,"Hyderabad, Telangana",Engineer Data Scientist,Micron,,"
We are seeking a Data Scientist capable of using machine learning and statistical techniques to build state-of-the-art data products (predictive analytics,…
",3.7,"Hyderabad, Telangana",Engineer Data Scientist
5583,"New Delhi, Delhi",Senior Data Engineer - GAMMA,Boston Consulting Group,,"
BCG GAMMA combines innovative skills in computer science, artificial intelligence, statistics, and machine learning with deep industry expertise.
",4.2,"New Delhi, Delhi",Senior Data Engineer GAMMA
5584,"Hyderabad, Telangana",Security Engineer - SOAR,Micron,,"
The SOAR Security Engineer is accountable for the monitoring, support, tuning, and maintenance of the SOAR platform.
",3.7,"Hyderabad, Telangana",Security Engineer SOAR
5585,"Hyderabad, Telangana",Systems Engineer- WIT ITSM Tools,Micron,,"
Every day, the innovations that our people create fuel the data economy, enabling advances in artificial intelligence and 5G applications that unleash…
",3.7,"Hyderabad, Telangana",Systems Engineer WIT ITSM Tools
5586,"Bengaluru, Karnataka",Senior QA Engineer,7-Eleven,,"
Through machine learning, artificial intelligence, and next-level mobile technologies, well meetand exceedour customers ever-changing needs.
",3.5,"Bengaluru, Karnataka",Senior QA Engineer
5587,"Hyderabad, Telangana","Big Data - Hadoop, Spark (Engineer/Sr Engineer), SMAI",Micron,,"
Every day, the innovations that our people create fuel the data economy, enabling advances in artificial intelligence and 5G applications that unleash…
",3.7,"Hyderabad, Telangana",Big Data Hadoop Spark EngineerSr Engineer SMAI
5588,"Hyderabad, Telangana",Senior Systems Engineer- WIT ITSM TOOLS,Micron,,"
Every day, the innovations that our people create fuel the data economy, enabling advances in artificial intelligence and 5G applications that unleash…
",3.7,"Hyderabad, Telangana",Senior Systems Engineer WIT ITSM TOOLS
5589,"Hyderabad, Telangana",Senior Engineer - Scribe Design Verification,Micron,,"
Every day, the innovations that our people create fuel the data economy, enabling advances in artificial intelligence and 5G applications that unleash…
",3.7,"Hyderabad, Telangana",Senior Engineer Scribe Design Verification
5590,"Bengaluru, Karnataka","Big Data Engineer (Sr./Lead) (Hadoop, Spark)",Micron,,"
Every day, the innovations that our people create fuel the data economy, enabling advances in artificial intelligence and 5G applications that unleash…
",3.7,"Bengaluru, Karnataka",Big Data Engineer Sr.Lead Hadoop Spark
5591,"Hyderabad, Telangana","MNAND Firmware Validation, Senior / Staff / Principal Engine...",Micron,,"
As an NVE Managed NAND Validation Engineer at Micron Technology, you will be responsible for developing and implementing strategies for the validation and…
",3.7,"Hyderabad, Telangana",MNAND Firmware Validation Senior  Staff  Principal Engine
5592,"Gurgaon, Haryana+1 location",newPackage Consultant: SAP IS Retail,IBM,Full-time,"
Our team takes on the challenge of designing, developing and re-engineering highly complex application components and integrating software packages using…
",3.9,"Gurgaon, Haryana",Package Consultant SAP IS Retail
5593,"Bengaluru, Karnataka",RPA Developer - Automation Anywhere,Eli Lilly,Full-time,"
Additionally, you should be familiar with augmenting automations for these platforms with relevant supporting technologies including advanced OCR, natural…
",4.1,"Bengaluru, Karnataka",RPA Developer Automation Anywhere
5594,"Hyderabad, Telangana",DRAM Product Test Development Engineer,Micron,,"
Micron Test Engineers support R&D, interacting closely with global teams, as well as taking part in the designing and debugging of test hardware.
",3.7,"Hyderabad, Telangana",DRAM Product Test Development Engineer
5595,"Remote in Chennai, Tamil Nadu+1 location","Software Engineer, Test",Oportun Inc,Full-time,"
Work with other engineers to develop automation scripts and Utilities used by team on daily basis.
Play a significant role in the ongoing evolution and…
",,"Chennai, Tamil Nadu",Software Engineer Test
5596,"Bengaluru, Karnataka",Fullstack Engineer - Java & React.js,7-Eleven,Full-time,"
Through machine learning, artificial intelligence, and next-level mobile technologies, well meetand exceedour customers ever-changing needs.
",3.5,"Bengaluru, Karnataka",Fullstack Engineer Java & React.js
5597,"Hyderabad, Telangana",Sr. Data Engineer - IT MSBI,Micron,,"
Minimum 5 years’ experience working in SSIS, SSAS and SSRS(desirable) with high proficiency in development and support of various applications in OLTP, Data…
",3.7,"Hyderabad, Telangana",Sr. Data Engineer IT MSBI
5598,Remote,Associate Product Manager,Indeed,"₹22,40,000 - ₹33,60,000 a year","
Over 2 years of consumer mobile or internet software product management experience.
However, you may not have direct authority over your teammates (such as…
",4.3,,Associate Product Manager
5599,"Hyderabad, Telangana",Senior Product Manager,Indeed,"₹52,40,000 - ₹78,60,000 a year","
7+ years consumer product management experience with a proven record of successfully launching products at scale.
Define product goals and metrics.
",4.3,"Hyderabad, Telangana",Senior Product Manager
5600,"Bengaluru, Karnataka",Product Manager,Zimplistic Pte Ltd,"₹1,00,000 - ₹3,00,000 a month","
Comfortable presenting product design and able to communicate and explain product concepts and vision.
The ideal candidate is experienced in the designing and…
",,"Bengaluru, Karnataka",Product Manager
5601,"Remote in Bengaluru, Karnataka",newAssociate Product Manager,Jobbatical OU,"₹11,00,000 - ₹18,00,000 a year","
You have at least 3+ years of experience as a Product Manager, Product Owner, preferably B2B product/platform product/marketplace product.
",,"Bengaluru, Karnataka",Associate Product Manager
5602,"Bengaluru, Karnataka",Regional Product Manager - skyTran,Reliance Industries,,Posted Date : 25 Mar 2022 Function/Business Area : Regulatory Location :…,4.1,"Bengaluru, Karnataka",Regional Product Manager skyTran
5603,Temporarily Remote,Junior Product Manager,Rockmetric,"₹3,00,000 - ₹8,00,000 a month","
Passion for product management, data and technology.
Increase adoption through training, demos, FAQs and product documentation.
",,,Junior Product Manager
5604,"Chennai, Tamil Nadu",Product Marketing Manager,Sloovi,"₹4,49,811 - ₹16,88,364 a year","
Develop product marketing strategies (pricing, advertising, product launching).
Follow and analyze market trends to position products.
",,"Chennai, Tamil Nadu",Product Marketing Manager
5605,"Bengaluru, Karnataka",Associate Product Manager,Streak AI Technologies,"₹6,00,000 - ₹11,00,000 a year","
Define the product strategy and roadmap.
Demonstrated success defining and launching excellent products.
Develop the core positioning and messaging for the…
",,"Bengaluru, Karnataka",Associate Product Manager
5606,"Chennai, Tamil Nadu",newProduct Manager Gaming (Product Owner),Meithee Tech Private Limited,"₹6,00,000 - ₹18,00,000 a year","
Proven history of launching successful digital products.
Product Manager / Product Owner - Gaming (At least 2+ Years in Product Manager Role).
",,"Chennai, Tamil Nadu",Product Manager Gaming Product Owner
5607,"Chennai, Tamil Nadu+1 location",newProduct Manager,RELX,,"
Participate in product discovery, according to defined process, for new product development;
Determine strategic product vision and priorities for a feature…
",,"Chennai, Tamil Nadu",Product Manager
5608,"Bengaluru, Karnataka",Product Manager,hirearchy,"₹30,00,000 a year","
Dissect/differentiate between alternate product constructs.
Insights as inputs to conceptualize and prioritize product requirements.
",,"Bengaluru, Karnataka",Product Manager
5609,"Remote in Adyar, Chennai, Tamil Nadu",Product Manager,GoPlinto,"₹5,00,000 - ₹8,00,000 a year","
You have a successful track record in accelerating the customer acquisition, largely through in-person, direct connects and or other cost-effective routes, at a…
",,"Adyar, Chennai, Tamil Nadu",Product Manager
5610,"Chennai, Tamil Nadu","Program Manager, Pixel Product Operations",Google,,"
Lead and anticipate all aspects of product operations of Google Pixel products with cross-functional partners and contract manufacturers, including ensuring…
",4.3,"Chennai, Tamil Nadu",Program Manager Pixel Product Operations
5611,"Temporarily Remote in Bengaluru, Karnataka",newProduct Manager,FreightDeck,"₹30,00,000 a year","
QA and design teams to build exceptional products.
You should have an Agile mindset - With a strong bias for action and an iterative approach to product…
",,"Bengaluru, Karnataka",Product Manager
5612,Remote,"newSenior Manager - Product Management - India, Remote",GoDaddy,,"
Leading, planning, crafting, and delivering products/product value within the Mobile Ventures ecosystem.
5+ years of Product experience or equivalent, have…
",3.6,,Senior Manager Product Management India Remote
5613,"Mumbai, Maharashtra",newManager-Product Development,Mahindra & Mahindra Ltd.,,"
Suggest methods of test functionality of new products.
Provide VA/VE inputs for cost reduction in existing and new products.
",4.2,"Mumbai, Maharashtra",ManagerProduct Development
5614,"Chennai, Tamil Nadu",Associate Product Manager,HappyFox,,"
Work with product managers to launch new features and define the product roadmap.
Deep interest in creating and analyzing products.
",,"Chennai, Tamil Nadu",Associate Product Manager
5615,"Bengaluru, Karnataka","newSr. Product Manager, Walmart International",Walmart Global Tech India,,"
You will develop a strong product vision, product strategy and product roadmap for seller Marketplace.
You will leverage data to make an informed product…
",,"Bengaluru, Karnataka",Sr. Product Manager Walmart International
5616,"Bengaluru, Karnataka+1 location","Product Manager, Google Workspace Insights and Reporting",Google,,"
Experience creating product roadmaps, building/shipping technical products, and working with cross-functional teams.
Ability to make data-driven decisions.
",4.3,"Bengaluru, Karnataka",Product Manager Google Workspace Insights Reporting
5617,"Bengaluru, Karnataka","Manager, Product Surfaces, gCare",Google,,"
Experience managing product solutions with multiple stakeholders.
Experience delivering consumer or enterprise products at scale.
",4.3,"Bengaluru, Karnataka",Manager Product Surfaces gCare
5618,"Bengaluru, Karnataka",Group Product Manager - Cleartrip,Flipkart,,"
He will also have a proven track record in product planning, defining, and launching successful products.
This also leads to clear and efficient product road…
",4.1,"Bengaluru, Karnataka",Group Product Manager Cleartrip
5619,"Bengaluru, Karnataka",Product Manager (Rahul),Stark Inc.,,"
The Product Manager is responsible for the product planning and execution throughout the Product Lifecycle, including: gathering and prioritizing product and…
",,"Bengaluru, Karnataka",Product Manager Rahul
5620,"Chennai, Tamil Nadu",Brand/Product Manager,InteleANTS,,"
Experience in launching new products and exposure to all aspects of product marketing to manage listings of products, pricing, promotions, and positioning.
",,"Chennai, Tamil Nadu",BrandProduct Manager
5621,"Chennai, Tamil Nadu",Senior Product Manager,Freshworks,,"
Product ideas and user requirements.
Represent company in product or domain specific conferences and events.
Have strong solution skills in translating customer…
",4.1,"Chennai, Tamil Nadu",Senior Product Manager
5622,Remote,Product Manager,STAGE - OTT for BHARAT,,"
3-10 years of experience working in B2C product management roles.
Manage the lifecycle of existing STAGE products Apps / Web / TV.
",,,Product Manager
5623,"Chennai, Tamil Nadu",Product Manager,Zyoin Consulting,"₹25,00,000 a year","
Degree in marketing management, business, information systems, or similar.
Completion of a pertinent sales qualification is preferred.
",,"Chennai, Tamil Nadu",Product Manager
5624,"Hyderabad, Telangana+1 location",newProduct Manager,Gainsight,,"
5+ years of product management for a product company, ideally B2B SaaS.
You will have complete ownership of your product area, including the product vision,…
",4.2,"Hyderabad, Telangana",Product Manager
5625,+1 locationRemote,Senior Product Manager,Plivo,"₹25,00,000 - ₹55,00,000 a year","
Managing the product backlog and prioritising product stories in engineering sprints.
For high growth startups and/or other product-based organisations.
",,locationRemote,Senior Product Manager
5626,Remote in Goa,newProduct Manager,Numadic,,"
Background - Experience in product strategy / product management / technical project management / or high-growth operations experience at a startup or…
",,Goa,Product Manager
5627,"Remote in Chennai, Tamil Nadu",Product Manager,CloudSense,,"
Dedication to growing a long-term career in product management and experience with product management tools and methodologies.
",,"Chennai, Tamil Nadu",Product Manager
5628,"Remote in Bengaluru, Karnataka",Product Operations Manager,Binance,,"
Drive new product or segment strategic roadmap that allows Binance to scale and drive efficiency throughout the funnel.
Must be a fluent level English speaker.
",,"Bengaluru, Karnataka",Product Operations Manager
5629,"Chennai, Tamil Nadu",Product Manager-Smarbuy Online,HDFC Bank,,"
Activation of Credit cards Track, analyze and report the movement of Activation of the credit card portfolio Ensure Credit card customers use their Cards…
",3.9,"Chennai, Tamil Nadu",Product ManagerSmarbuy Online
5630,Remote,newProduct Manager,Phyllo,,"
Experience across the product management lifecycle for B2B products.
Work with engineering, other product managers, and customers to capture requirements and…
",,,Product Manager
5631,"Bengaluru, Karnataka","Product Manager, Data Analytics",Google,,"
Drive adoption and business growth by partnering with product managers and marketing managers.
4 years of experience in software product management.
",4.3,"Bengaluru, Karnataka",Product Manager Data Analytics
5632,"Bengaluru, Karnataka","newProduct Manager, Next Billion Users, Discover",Google,,"
12 years of experience in product management.
Experience building products in the consumer/mobile space.
Experience creating product roadmaps from conception to…
",4.3,"Bengaluru, Karnataka",Product Manager Next Billion Users Discover
5633,"Chennai, Tamil Nadu","newDigital Product Manager | Irving, TX",Photon,,"
Drive product development for new initiatives.
Provide platform, product, and customer experience leadership in a fast-paced environment.
",3.5,"Chennai, Tamil Nadu",Digital Product Manager  Irving TX
5634,"Chennai, Tamil Nadu+1 location",newProduct Manager,PayPal,,"
Define and build the Platform with product development and architecture.
Define and drive the next generation Risk Platform required to support growing needs of…
",3.9,"Chennai, Tamil Nadu",Product Manager
5635,"Chennai, Tamil Nadu+1 location",Associate Product Manager,Walmart Global Tech India,,"
Drives the execution of multiple projects in an Agile Environment for Product Management including product requirements.
",,"Chennai, Tamil Nadu",Associate Product Manager
5636,"Remote in Thiruvananthapuram, Kerala",Product Manager,LogicPlum Private Limited,"₹5,00,000 - ₹6,50,000 a year","
Tracking changes to requirements and communicating impacts to externally dependent product releases.
Ensuring requirements that impact other projects (internal…
",,"Thiruvananthapuram, Kerala",Product Manager
5637,Remote,Product Manager,Pintaria,,"
Close collaboration with the team that continually works on product improvement such as Product owners, product designers, and user researcher.
",,,Product Manager
5638,"Hyderabad, Telangana","Product Manager, Payments Platform Compliance, Anti-Financia...",Google,,"
Experience creating product roadmaps from conception to launch, driving product goals, defining go-to-market strategies, and leading design discussions.
",4.3,"Hyderabad, Telangana",Product Manager Payments Platform Compliance AntiFinancia
5639,"Chennai, Tamil Nadu",Senior Product Manager,Athenahealth,,"
3-5 years relevant product management or product strategy experience.
Partner with Product Management leaders to drive portfolio and product strategy -…
",3.7,"Chennai, Tamil Nadu",Senior Product Manager
5640,"Hyderabad, Telangana+1 location","Technical Program Manager, Product Area Resource Management",Google,,"
You're equally comfortable explaining your team's analyses and recommendations to executives as you are discussing the technical tradeoffs in product…
",4.3,"Hyderabad, Telangana",Technical Program Manager Product Area Resource Management
5641,"Chennai, Tamil Nadu","Technical Program Manager, Manufacturing Engineering, Pixel...",Google,,"
Identify, prioritize, and manage key technical changes and risks of the Google Pixel to ensure all technical risks associated with a product are identified and…
",4.3,"Chennai, Tamil Nadu",Technical Program Manager Manufacturing Engineering Pixel
5642,"Bengaluru, Karnataka",newProduct Manager for our Agri and Fintech Platform,Archeron Group,,"
Interviews will take place with a representative from HR, our businesses verticle, or a combination of both.
",,"Bengaluru, Karnataka",Product Manager Agri Fintech Platform
5643,India,newProduct Manager,DBS Bank,,"
Calling high value and proven customers centrally.
Co lending, direct assignment and lead generation agencies e.g. Atyati, Loan Kuber etc.
",3.9,,Product Manager
5644,"Bengaluru, Karnataka+1 location",newProduct Manager 2,Microsoft,,"
Partner with engineering, other markets, and tools team to reduce customer DSATs and increase product adoption.
",4.2,"Bengaluru, Karnataka",Product Manager 2
5645,"Remote in Pune, Maharashtra",newProduct Manager [REMOTE],Polymerize Pvt Ltd,"₹10,00,000 a year","
Leading the product team in product decisions and collaborating with stakeholders effectively to deliver on solutions.
Product management: 3 years (Preferred).
",,"Pune, Maharashtra",Product Manager [REMOTE]
5646,"Bengaluru, Karnataka","Product Manager, Google Cloud Partner Platform",Google,,"
Experience creating product roadmaps, building/shipping technical products, and working with cross-functional teams.
Experience working on enterprise products.
",4.3,"Bengaluru, Karnataka",Product Manager Google Cloud Partner Platform
5647,"New Delhi, Delhi",newTechnical Product Manager,IN 630 Shared Services,,"
Develop and manage robust project/product plans to schedule.
The Technical Product Manager (TPM) collaborates with operations, analysts and engineers to develop…
",,"New Delhi, Delhi",Technical Product Manager
5648,"Chennai, Tamil Nadu","Technical Program Manager, Pixel Product Operations",Google,,"
Experience shipping high volume/high quality products.
Knowledge of product life cycle, tools, processes and operations planning.
",4.3,"Chennai, Tamil Nadu",Technical Program Manager Pixel Product Operations
5649,"Chennai, Tamil Nadu",Manager - Product Development,Sreenidhi Consultants,"₹7,00,000 - ₹10,00,000 a year","
Industry Area : Manufacturing/Production/Quality.
The candidate : He should be BE(Mech) with 10 years of experience /DME with 15 years experience in the field…
",,"Chennai, Tamil Nadu",Manager Product Development
5650,"Puducherry, Puducherry",Associate Manager - Product Quality,Lenovo,,"General Information Req # WD00025964 Career area: Manufacturing Country/Region: India State: Puducherry (Pondicherry) City: Pondicherry Date: Thursday, March…",3.9,"Puducherry, Puducherry",Associate Manager Product Quality
5651,"Chennai, Tamil Nadu+2 locations",newDeputy Manager- Customer Care,Mahindra & Mahindra Ltd.,,"
Implementation of strategy/schemes for new product launch.
Crucial role in explaining the schemes rolled out by company, deploying schemes at dealers…
",4.2,"Chennai, Tamil Nadu",Deputy Manager Customer Care
5652,"Remote in Bengaluru, Karnataka",Product Manager,cloudsek,,"
Determine what metrics could define the product, business, and operational success, and work on those metrics to improve the product.
",,"Bengaluru, Karnataka",Product Manager
5653,"Bengaluru, Karnataka",Global Product Manager,Novo Nordisk,,"
Comprising of Project Management, Brand Management, Brand Communications, Life cycle Management of a product.
The goal for this position is to have ownership of…
",4.1,"Bengaluru, Karnataka",Global Product Manager
5654,"Bengaluru, Karnataka",newProduct Management - Senior Product Manager -- CST,Paytm,,"
Roadmap, execution of a product area to build high quality products/systems.
Technical and market feasibility of the product.
",4.0,"Bengaluru, Karnataka",Product Management Senior Product Manager  CST
5655,"Bengaluru, Karnataka",Product Manager,Engagedly Labs,,"
Around 4 years of product management experience with at least some experience in building B2B Saas products.
A desire to build delightful product experiences.
",,"Bengaluru, Karnataka",Product Manager
5656,"Bengaluru, Karnataka","Manager, Product Management - Driver Quality",GO-JEK,,"
Manage and support product managers in your product group, providing them with guidance and mentorship to maximise their potential.
",,"Bengaluru, Karnataka",Manager Product Management Driver Quality
5657,"Bengaluru, Karnataka","Product Manager, Google Pay Merchant",Google,,"
Synthesize requirements across multiple product stakeholders within the Payments product area.
5 years of product management experience.
",4.3,"Bengaluru, Karnataka",Product Manager Google Pay Merchant
5658,"New Delhi, Delhi",newAssociate Product Manager,Lendbox,,"
Perform quality assurance controls on products.
Suggest product enhancements to improve user experience.
Competency in training internal departments on new…
",,"New Delhi, Delhi",Associate Product Manager
5659,"Gurgaon, Haryana",newProduct Manager - FinTech,Michael Page,"₹30,00,000 - ₹50,00,000 a year","
Proven product management experience, ideally in B2B and within FinTech/ Financial services.
Proven ability to develop product and marketing strategies and…
",3.5,"Gurgaon, Haryana",Product Manager FinTech
5660,"Gurgaon, Haryana",Deputy Manager/Manager - Product Planning (EV),Maruti Suzuki India Ltd,,"
Management Information reporting / Analysis of newly launched & refreshed products.
Scenario Planning & Business case preparation on various new product in…
",4.1,"Gurgaon, Haryana",Deputy ManagerManager Product Planning EV
5661,"Chennai, Tamil Nadu",Solutions Product Manager/Administrator,Hewlett Packard Enterprise,,"
Develops customer technology solutions using various industry products and technologies.
Frequently uses product and application knowledge along with internals…
",3.8,"Chennai, Tamil Nadu",Solutions Product ManagerAdministrator
5662,"Bengaluru, Karnataka",newSenior Product Marketing Manager,Xoxoday,"₹5,44,484 - ₹15,00,000 a year","
Experience working on marketing or growth throughout a product’s lifecycle.
Work closely with a range of cross-functional teams - product, partner managers,…
",4.0,"Bengaluru, Karnataka",Senior Product Marketing Manager
5663,Remote,Product Manager - Growth,Richpanel,"₹20,00,000 a year","
Should be an expert with product tools Mixpanel or equivalent, Hotjar or equivalent, ProductBoard or equivalent.
Solving a massive business problem.
",,,Product Manager Growth
5664,"Bengaluru, Karnataka+1 location",Product Manager,Walmart Global Tech India,,"
Develops and champions a world class product vision and strategy for a product team managing multiple products.
Customer, End User, and Impact focused.
",,"Bengaluru, Karnataka",Product Manager
5665,Maharashtra,Product Manager - Liabilities,DBS Bank,,"
Relevant experience in Banking products.
Ensure customer engagement for new and existing products.
Define and maintain product strategy, product revenue, market…
",3.9,Maharashtra,Product Manager Liabilities
5666,"Hyderabad, Telangana",newProduct Operations Manager,Micron,,"
Ensure procured materials and end product meets regulatory compliance.
Assess enterprise system solutions and master data for gaps to support new products;…
",3.7,"Hyderabad, Telangana",Product Operations Manager
5667,"Bengaluru, Karnataka",product manager - CRED pay,CRED,,"
Be the product owner driving our strategic product and technology vision for our suite of CRED pay consumer products.
",,"Bengaluru, Karnataka",product manager CRED pay
5668,"Bengaluru, Karnataka",Management Trainee - Business Analyst/Product Manager,Dailyhunt,,"
The key functional areas would be Problem solving, working with huge data, driving product and marketing decisions based on data.
",,"Bengaluru, Karnataka",Management Trainee Business AnalystProduct Manager
5669,"Bengaluru, Karnataka",Product Manager,Fortigo Network Logistics Private Limited,"₹19,00,000 - ₹20,00,000 a year","
Owning the product Roadmap including scope, quality, schedule in line with product vision.
Managing multiple cross-functional products simultaneously.
",,"Bengaluru, Karnataka",Product Manager
5670,"Remote in Mumbai, Maharashtra",Senior Product Manager – Job Opening,Games2win,,"
Demonstrate solid product judgment, formulate product strategy and present clear, measurable objectives that will lead to achieving our business goals.
",4.7,"Mumbai, Maharashtra",Senior Product Manager – Job Opening
5671,"Chennai, Tamil Nadu",Manager - Product Analytics,Freshworks,,"
Collaborate with cross-functional team members to come up with actionable, high-impact insights across product lines and functions.
",4.1,"Chennai, Tamil Nadu",Manager Product Analytics
5672,"Bengaluru, Karnataka",newProduct Manager_Stores,Lowe's,,"
Responsibilities include writing stories to define outcomes and product requirements as well as planning and managing product features through the product…
",3.5,"Bengaluru, Karnataka",Product Manager_Stores
