,location,title,company,salary,summary,rating
1081,"Bengaluru, Karnataka",Deep Learning Engineers,Conxai Technologies GmbH,"₹18,00,000 - ₹27,00,000 a year","
With such an experience, the candidate will also be in a position to create cutting edge ""Neural Reasoning"" solutions to understand construction sites from…
",
1083,"Bengaluru, Karnataka",Senior Manager- Data Scientist (Risk) - GoPay,GO-JEK,,"
Experience managing a team of data scientists and leading them to create business-relevant data science solutions.
",
1085,"Bangalore Urban, Karnataka+1 location",newPrincipal Data Scientist,Michael Page,,"
Oversees large teams of associate and mid level data scientists, de-bottlenecking issues related to project execution.
Experience in developing teams from.
",3.5
1086,"Bengaluru, Karnataka",Experienced Hire-Consulting-A&C-Manager-Data Science,Deloitte,,"
Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…
",4.0
1088,"Hebbal, Bengaluru, Karnataka",Sr. Python & machine learning Developer,Avcreations.net.in,"₹3,50,199 - ₹14,74,640 a year","
Extensive knowledge of ML frameworks, libraries, data structures, data modeling, and software architecture.
Developing ML algorithms to analyze huge volumes of…
",
1089,"Gurgaon, Haryana",newData Scientist,NatWest Group,,"
Conducting analysis that includes data gathering and requirements specification in collaboration with business stakeholders.
The skills you'll need.
",3.8
1090,"Bengaluru, Karnataka",Principal Data Scientist – Optimization,GE Digital,,"
As a Principal Data Scientist, you will guide, lead, or otherwise contribute to data science or cross-disciplinary team on commercially facing development…
",3.3
1093,"Hyderabad, Telangana",NLP Expert,nslhub,,"
Understanding of NLP techniques for text representation, semantic extraction techniques, data structures and modelling.
",
1095,"Pune, Maharashtra",Data Scientist,Data Axle,,"
We are looking for experienced data science, machine learning and MLOps practitioners to design, build and deploy impactful data products that serve a wide…
",
1098,"Mumbai, Maharashtra",newData Scientist,Contentstack,,"
Analyze raw data, create and maintain optimal data pipeline architecture to improve data reliability and quality.
Find hidden patterns using data.
",
1102,"Coimbatore, Tamil Nadu",newComputer Vision Developers,EYECUBE INFOGNANA SOLUTIONS PRIVATE LIMITED,,"
Explore and analyze unstructured data like images through image processing.
Requirements Masters degree in Computer Science, Data Science, and Machine Learning…
",
1103,"Bengaluru, Karnataka",Business Analyst - Data Scientist,Genpact,,"
Analytical Skills – Researching and analysing the right data to make product decisions.
Inviting applications for the role of a BA, Data Science and Insights.
",3.8
1104,"Hyderabad, Telangana+1 location",Machine Learning - Staff Engineer,Qcom,,"
Stores, retrieves, and manipulates data for analysis of system capabilities and requirements.
Using deductive and inductive problem solving; multiple approaches…
",
1105,"Bengaluru, Karnataka","newBusiness Intelligence Engineer, Analytics & Data Management",ADCI - Karnataka,,"
Understanding of data warehousing and data modeling.
And data manipulation/analysis libraries for analyzing and modeling data.
",3.5
1106,"Bengaluru, Karnataka",Senior Data Scientist- Data & Analytics,Michael Page,,"
Lead a team of up to 5 data scientists (WL2B)WL2B or 1-2 data scientists / interns (WL2A)WL2A, providing career mentorship mentorshipand line management.
",3.5
1107,"Mumbai, Maharashtra",Decision Scientist Senior,FedEx Express MEISA,,"
Acts as a technical expert on complex and specialist subject(s).
Supports management with the analysis, interpretation and application of complex information,…
",3.8
1109,"Mumbai, Maharashtra",Brand Technical Specialist - Data Science & Data Governance,IBM,,"
Client Technical Specialists (CTP) are the technical experts and advisors to clients, IBM sales teams and/or IBM Business Partners.
",3.9
1110,"Saket, Delhi, Delhi+1 location",newdata science trainer,Madrid Software Training Solutions,"₹25,000 - ₹35,000 a month","
JOB DESCRIPTIONCandidate has to deliver training on Machine Learning via Online and Offline PlatformsCandidate has to conduct timely assessment and projects.
",
1111,"Bengaluru, Karnataka","Senior Analyst, Risk Insights, Analytics and Technology",Thomson Reuters,,"
Ability to aggregate and analyze quantitative and qualitative data.
Expert knowledge of Python and/or R with the ability to deploy production-quality code…
",3.9
1114,"Bengaluru, Karnataka",Data Analytics and Insights Senior Consultant,Cargill,,"
Demonstrated experience of converting data to information and helping to impact change and value recognition from data.
English speaking and writing required.
",3.8
1116,"Kathivakkam, Chennai, Tamil Nadu",AI Engineer,Bobble AI,,"
Closely analyse the platform and all forms of data generated, and propose data collection adhering to strict data policies in place.
",
1117,"Hyderabad, Telangana",newData Scientist II,RealPage,,"
Work with data engineers and data analysts tobuild data environments.
Prior experience applying data science methods to real-world business problems.
",3.3
1118,"Hyderabad, Telangana",newAI/ML Engineer,Access Infotech,,"
Developing data products containing decoupled, modularized, reusable, and scalable training and inference pipelines.
",3.9
1119,"Hyderabad, Telangana",Lead Data Scientist,Providence Global Center,,"
Understand the business reality and discover actionable insights from large volumes of data.
Creating forecasting and machine learning models and enabling…
",
1120,"Pune, Maharashtra",newData Scientist,Medline Industries,,"
Extract data from multiple data sources like Microsoft SQL Server, Oracle, Azure Blob and Azure SQL using SQL or Python.
",3.3
1121,"Kochi, Kerala",Assistant Data Scientist,Nielsen,,"
Extract data from platforms using SQL.
Create various data processing systems for analytic research and development purposes.
",3.8
1124,"Bengaluru, Karnataka","Applied Scientist, Alexa ASR",ADCI - Karnataka,,"
Strong communication and data presentation skills.
Proven track record in technically leading and mentoring scientists as well as engineers.
",3.5
1127,"Mumbai, Maharashtra",Senior Data Scientist,Crimson Interactive,,"
As a Senior Data Scientist, you will serve as the technology leader driving the vision of the product.
",3.1
1128,"Bengaluru, Karnataka",Data Scientist II- Time Prediction View Jobs,Swiggy,,"
Experience in mentoring a small team of data scientists preferably in a startup or tech company.
We are a group of data scientists, operations research…
",3.9
1129,"Chennai, Tamil Nadu+3 locations",Machine Learning Engineer,Mobile Programming LLC,"₹6,00,000 - ₹14,00,000 a year","
Programming data analysis using libraries like pandas , numpy , matplotib.*.
Minimum 5+ year's of experience required.*.
Total work: 5 years (Preferred).
",
1132,"Bengaluru, Karnataka",newData Scientist Machine Learning/Predictive Modeling,JobsLo Consultants,,"
Mentor other data scientists in the team and help them grow their knowledge base.
Experience applying natural language processing, data mining, or machine…
",
1135,"Bengaluru, Karnataka",Statistical Analyst,CDM Smith,,"
Hands on experience with data science techniques.
Conducting quantitative analyses by using data science techniques.
AI, Deep Learning Neural Networks.
",3.8
1136,"Agra, Uttar Pradesh",Data Scientist,Country Veggie,,"
Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
",
1139,"Ahmedabad, Gujarat",Data Scientist,Rapid Ops,,"
Work with team of data scientists and data engineer to build advanced analytical solutions for clients.
Create data tools for analytics and data scientist team…
",
1141,"Remote in Sholinganallur, Chennai, Tamil Nadu","Sr. Scientist / Sr. Associate - Data Visualization, Manufact...",Pfizer,,"
Perform data engineering and data warehousing operations to create data pipeline for analytics solution development.
",4.2
1142,"Bengaluru, Karnataka","newPrincipal, Applied Math & Stats (Senior Data Scientist)",AT&T,,"
Perform data studies and data discovery around new data sources or new uses for existing data sources.
Design and build large and complex data sets, from…
",3.7
1147,"Hyderabad, Telangana",newData Science Analyst,S&P Global,,"
Experience of working on end-to-end data science pipeline: problem scoping, data gathering, transformation, Exploratory data analysis (eda), extracting insights…
",3.9
1148,"Bengaluru, Karnataka",Data Scientist,Koch Business Solutions India,,"
Design and upkeep explanatory data models.
Experience in working with time series data.
Certification in data science from a recognized institute.
",3.6
1149,"Hyderabad, Telangana",Data Scientist - Senior Analyst,Deloitte,,"
3+ years’ developing, delivering, and/or supporting data science, advanced analytics, or business intelligence solutions.
Data Science Solution- Senior Analyst.
",4.0
1150,"Chandigarh, Chandigarh",Data Scientist,XenonStack,,"
Enhancing data collection procedures to include information that is relevant for building analytic systems.
Extending company’s data with third-party sources of…
",2.0
1152,"Chennai, Tamil Nadu",Data Science Intern,Ganit,,"
Conducting complex data analysis to ensure data quality & reliability, i.e., make the data talk by extracting, preparing, and transforming it.
",
1153,"Gurgaon, Haryana",Assistant Director – Senior Data Scientist,ZM Financial Systems,,"
Two plus year work experience as a data scientist or quantitative data analyst is required.
This includes analysing existing data stores, working with third…
",
1154,"Mumbai, Maharashtra",Data Scientist - Recommender Systems,Tickled Media,,"
Good data manipulation skills including cleaning and managing data.
Hands on development and deployment of the recommender system (other data scientists and…
",
1155,"Chennai, Tamil Nadu",Lead Consultant - Data Science (Brand Analytics),AstraZeneca,,"
Experience with IQVIA data sets.
Experience with data visualization methods and tools.
Proficiency in manipulating and extracting insights from large…
",4.1
